PLAYER,YEAR,AGE,GP,W,L,MP,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
Jrue Holiday,2017,27,67.00,32.00,35.00,32.70,68.50,31.50,59.30,14.40,29.20,14.10,11.60,11.10,44.90,23.00,77.00,48.00,52.00,29.10,70.90
Jrue Holiday,2018,28,81.00,47.00,34.00,36.10,71.40,28.60,64.40,11.60,23.40,12.90,12.20,13.30,52.80,34.30,65.70,70.80,29.20,41.50,58.50
Jrue Holiday,2019,28,67.00,30.00,37.00,35.80,68.70,31.30,60.40,7.70,24.90,12.30,14.60,13.70,52.70,30.50,69.50,59.30,40.70,36.70,63.30
Juancho Hernangomez,2017,21,62.00,30.00,32.00,13.60,49.60,50.40,36.10,0.70,45.20,18.40,18.70,17.00,35.40,61.80,38.20,100.00,0.00,79.20,20.80
Juancho Hernangomez,2018,22,25.00,15.00,10.00,11.10,33.30,66.70,36.60,2.40,51.20,15.90,12.20,13.40,34.10,53.30,46.70,92.90,7.10,72.40,27.60
Juancho Hernangomez,2019,23,70.00,44.00,26.00,19.40,42.40,57.60,35.30,2.50,48.50,11.30,16.20,12.70,32.80,72.20,27.80,98.50,1.50,84.80,15.20
Julian Washburn,2019,27,18.00,7.00,11.00,14.10,50.00,50.00,55.00,20.00,37.50,25.00,7.50,17.50,35.00,54.50,45.50,100.00,0.00,68.80,31.30
Julius Randle,2015,20,1.00,0.00,1.00,13.60,100.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
Julius Randle,2016,21,81.00,17.00,64.00,28.20,95.70,4.30,75.70,8.50,3.30,16.20,21.00,18.70,67.20,45.10,54.90,70.00,30.00,45.80,54.20
Julius Randle,2017,22,74.00,24.00,50.00,28.80,91.80,8.20,73.80,7.60,5.20,18.30,20.90,17.00,66.30,48.90,51.10,94.10,5.90,50.90,49.10
Julius Randle,2018,23,82.00,35.00,47.00,26.70,95.00,5.00,74.70,3.30,2.30,16.80,23.10,15.00,71.40,53.40,46.60,100.00,0.00,54.40,45.60
Julius Randle,2019,24,73.00,31.00,42.00,30.60,82.10,17.90,64.40,2.90,12.80,10.70,22.70,14.40,61.50,49.00,51.00,91.00,9.00,53.90,46.10
Julyan Stone,2014,25,21.00,9.00,12.00,5.70,52.90,47.10,55.60,0.00,33.30,0.00,11.10,11.10,55.60,20.00,80.00,100.00,0.00,42.90,57.10
Julyan Stone,2018,29,23.00,10.00,13.00,7.60,0.00,100.00,0.00,0.00,94.70,0.00,5.30,15.80,0.00,0.00,0.00,100.00,0.00,100.00,0.00
Justin Anderson,2016,22,55.00,28.00,27.00,11.80,52.60,47.40,47.10,9.60,31.70,25.00,21.20,27.40,37.50,44.90,55.10,90.90,9.10,59.20,40.80
Justin Anderson,2017,23,75.00,24.00,51.00,16.40,55.80,44.20,48.10,1.90,32.70,13.30,19.20,21.40,46.20,53.90,46.10,94.80,5.20,66.70,33.30
Justin Anderson,2018,24,38.00,27.00,11.00,13.70,49.00,51.00,44.90,5.10,43.20,14.80,11.90,16.10,39.80,67.90,32.10,94.10,5.90,78.20,21.80
Justin Anderson,2019,25,48.00,17.00,31.00,9.70,51.00,49.00,44.90,1.10,40.40,20.20,14.60,19.70,43.80,52.50,47.50,91.70,8.30,67.20,32.80
Justin Hamilton,2014,24,8.00,4.00,4.00,9.00,55.00,45.00,46.20,7.70,34.60,7.70,19.20,23.10,38.50,83.30,16.70,100.00,0.00,88.90,11.10
Justin Hamilton,2015,25,41.00,6.00,35.00,17.40,82.60,17.40,68.50,11.90,13.70,8.20,17.80,13.70,56.60,74.70,25.30,100.00,0.00,77.60,22.40
Justin Hamilton,2017,27,64.00,14.00,50.00,18.40,52.50,47.50,53.80,5.90,37.30,7.90,8.80,15.20,48.00,73.90,26.10,98.20,1.80,81.60,18.40
Justin Harper,2016,26,5.00,4.00,1.00,7.00,10.00,90.00,0.00,0.00,92.30,0.00,7.70,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
Justin Harper,2017,27,3.00,1.00,2.00,10.40,41.70,58.30,50.00,33.30,50.00,25.00,0.00,25.00,16.70,100.00,0.00,100.00,0.00,100.00,0.00
Justin Holiday,2015,26,59.00,49.00,10.00,11.10,53.60,46.40,44.10,17.30,41.30,23.60,14.60,18.50,26.80,75.00,25.00,94.30,5.70,82.40,17.60
Justin Holiday,2016,27,53.00,28.00,25.00,14.60,53.90,46.10,43.50,15.10,45.20,16.70,11.30,14.20,28.50,69.20,30.80,97.20,2.80,80.70,19.30
Justin Holiday,2017,28,82.00,31.00,51.00,20.00,49.30,50.70,43.20,17.50,46.30,10.00,10.50,14.30,25.80,74.30,25.70,97.90,2.10,84.10,15.90
Justin Holiday,2018,29,72.00,24.00,48.00,31.50,42.60,57.40,29.50,12.30,55.10,10.20,15.40,16.10,17.10,70.50,29.50,95.70,4.30,84.50,15.50
Justin Holiday,2019,30,82.00,25.00,57.00,31.80,40.20,59.80,32.20,10.50,56.70,16.90,11.10,18.30,21.70,76.10,23.90,93.20,6.80,85.30,14.70
Justin Jackson,2018,23,68.00,21.00,47.00,22.20,55.80,44.20,56.50,16.80,37.70,15.20,5.70,15.50,39.70,71.10,28.90,100.00,0.00,80.00,20.00
Justin Jackson,2019,24,81.00,36.00,45.00,19.90,49.50,50.50,44.60,7.90,44.80,19.20,10.60,14.90,36.70,77.70,22.30,96.60,3.40,85.30,14.70
Justin Patton,2018,21,1.00,0.00,1.00,3.70,100.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00
Justin Patton,2019,21,3.00,2.00,1.00,6.90,71.40,28.60,80.00,0.00,0.00,0.00,20.00,0.00,80.00,100.00,0.00,0.00,0.00,100.00,0.00
Justise Winslow,2016,20,78.00,46.00,32.00,28.60,74.90,25.10,64.90,11.20,19.10,23.10,15.90,16.70,53.80,58.30,41.70,96.90,3.10,64.60,35.40
Justise Winslow,2017,21,18.00,4.00,14.00,34.70,84.40,15.60,74.50,15.30,10.70,17.30,14.80,21.90,59.20,39.70,60.30,100.00,0.00,45.00,55.00
Justise Winslow,2018,22,68.00,33.00,35.00,24.70,73.60,26.40,59.70,4.90,27.80,10.00,12.50,18.10,54.80,46.80,53.20,100.00,0.00,59.40,40.60
Justise Winslow,2019,23,66.00,30.00,36.00,29.70,65.80,34.20,54.90,9.40,34.70,11.90,10.40,11.80,45.50,36.00,64.00,97.90,2.10,54.30,45.70
Jusuf Nurkic,2015,20,62.00,21.00,41.00,17.80,99.50,0.50,80.30,7.00,0.00,5.60,19.70,13.40,73.20,67.30,32.70,0.00,0.00,67.30,32.70
Jusuf Nurkic,2016,21,32.00,14.00,18.00,17.10,98.80,1.20,76.80,7.60,0.00,3.40,23.20,13.70,69.20,74.30,25.70,0.00,0.00,74.30,25.70
Jusuf Nurkic,2017,22,65.00,34.00,31.00,21.40,99.80,0.20,81.90,5.40,0.00,8.90,18.10,15.70,76.40,60.50,39.50,0.00,0.00,60.50,39.50
Jusuf Nurkic,2018,23,79.00,48.00,31.00,26.40,99.30,0.70,84.80,12.20,0.00,3.70,15.20,12.60,72.60,69.40,30.60,0.00,0.00,69.40,30.60
Jusuf Nurkic,2019,24,72.00,45.00,27.00,27.40,96.50,3.50,74.10,8.00,0.80,3.90,25.10,12.10,66.10,65.70,34.30,100.00,0.00,66.00,34.00
KJ McDaniels,2015,22,62.00,19.00,43.00,21.80,65.40,34.60,53.00,6.60,26.50,21.10,20.50,21.40,46.40,51.90,48.10,97.70,2.30,63.40,36.60
KJ McDaniels,2016,23,37.00,17.00,20.00,6.40,65.30,34.70,49.40,4.50,23.60,30.30,27.00,22.50,44.90,54.50,45.50,85.70,14.30,62.10,37.90
KJ McDaniels,2017,24,49.00,28.00,21.00,10.30,60.90,39.10,55.30,3.90,29.10,18.00,15.50,20.40,51.50,54.40,45.60,95.00,5.00,64.90,35.10
Kadeem Allen,2018,25,18.00,9.00,9.00,6.00,50.00,50.00,63.20,10.50,0.00,10.50,36.80,10.50,52.60,50.00,50.00,0.00,0.00,50.00,50.00
Kadeem Allen,2019,26,19.00,3.00,16.00,21.90,74.50,25.50,50.80,9.50,27.00,4.20,22.20,14.30,41.30,20.80,79.20,88.20,11.80,38.50,61.50
Kalin Lucas,2015,26,1.00,0.00,1.00,5.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kalin Lucas,2019,30,1.00,0.00,1.00,5.60,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Karl-Anthony Towns,2016,20,82.00,29.00,53.00,32.00,92.40,7.60,79.20,25.90,6.00,5.80,14.80,15.40,53.20,66.70,33.30,90.00,10.00,67.80,32.20
Karl-Anthony Towns,2017,21,82.00,31.00,51.00,37.00,81.40,18.60,68.00,12.00,14.70,5.80,17.30,13.40,56.00,59.60,40.40,96.00,4.00,64.20,35.80
Karl-Anthony Towns,2018,22,82.00,47.00,35.00,35.60,75.70,24.30,59.60,10.30,20.70,3.30,19.80,14.60,49.20,64.20,35.80,97.50,2.50,70.40,29.60
Karl-Anthony Towns,2019,23,77.00,34.00,43.00,33.00,73.00,27.00,57.30,7.90,22.70,2.90,20.00,15.00,49.50,58.40,41.60,93.00,7.00,65.60,34.40
Kawhi Leonard,2014,23,66.00,54.00,12.00,29.10,71.80,28.20,63.50,18.70,24.50,25.80,12.00,20.90,44.80,51.90,48.10,88.40,11.60,59.30,40.70
Kawhi Leonard,2015,24,64.00,46.00,18.00,31.80,76.60,23.40,61.90,24.80,19.00,18.20,19.10,18.70,37.10,45.00,55.00,97.00,3.00,53.80,46.20
Kawhi Leonard,2016,25,72.00,60.00,12.00,33.00,73.30,26.70,55.40,21.90,25.40,12.40,19.20,16.20,33.50,45.00,55.00,86.00,14.00,54.60,45.40
Kawhi Leonard,2017,26,74.00,54.00,20.00,33.40,70.50,29.50,51.80,23.50,23.40,13.90,24.80,17.00,28.30,38.40,61.60,78.20,21.80,47.60,52.40
Kawhi Leonard,2018,27,9.00,5.00,4.00,23.30,68.50,31.50,56.20,24.70,22.60,16.40,21.20,21.90,31.50,12.20,87.80,63.60,36.40,23.10,76.90
Kawhi Leonard,2019,27,60.00,41.00,19.00,34.00,73.30,26.70,56.10,19.00,21.10,14.70,22.80,15.90,37.10,28.30,71.70,67.00,33.00,36.10,63.90
Kay Felder,2017,22,42.00,25.00,17.00,9.20,86.10,13.90,66.30,31.30,12.70,9.60,21.10,13.30,34.90,20.00,80.00,71.40,28.60,25.80,74.20
Kay Felder,2018,23,16.00,6.00,10.00,8.70,72.90,27.10,59.60,28.10,21.10,0.00,19.30,8.80,31.60,23.50,76.50,75.00,25.00,33.30,66.70
Keita Bates-Diop,2019,23,30.00,10.00,20.00,16.80,63.40,36.60,62.30,5.30,25.80,20.50,11.90,24.50,57.00,74.50,25.50,100.00,0.00,80.00,20.00
Keith Appling,2016,24,5.00,0.00,5.00,5.40,62.50,37.50,66.70,0.00,0.00,33.30,33.30,33.30,66.70,0.00,100.00,0.00,0.00,0.00,100.00
Keith Bogans,2014,34,6.00,1.00,5.00,9.20,0.00,100.00,0.00,0.00,75.00,0.00,25.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
Kelly Olynyk,2014,23,70.00,18.00,52.00,20.00,77.30,22.70,63.90,14.20,19.80,11.40,16.30,15.70,49.80,68.60,31.40,97.50,2.50,73.50,26.50
Kelly Olynyk,2015,24,64.00,31.00,33.00,22.20,66.90,33.10,57.90,9.50,27.90,12.70,14.20,18.00,48.50,64.20,35.80,95.10,4.90,71.70,28.30
Kelly Olynyk,2016,25,69.00,40.00,29.00,20.20,62.20,37.80,48.90,5.80,37.10,12.50,14.00,16.60,43.10,61.90,38.10,96.50,3.50,73.50,26.50
Kelly Olynyk,2017,26,75.00,49.00,26.00,20.50,62.20,37.80,56.60,7.40,30.10,6.00,13.30,14.00,49.30,71.90,28.10,95.60,4.40,78.10,21.90
Kelly Olynyk,2018,27,76.00,42.00,34.00,23.40,56.00,44.00,48.20,6.90,36.50,6.10,15.40,15.10,41.30,53.30,46.70,90.60,9.40,65.80,34.20
Kelly Olynyk,2019,28,79.00,39.00,40.00,22.90,43.40,56.60,37.60,3.80,43.10,6.70,19.30,14.50,33.80,69.60,30.40,98.20,1.80,82.00,18.00
Kelly Oubre Jr.,2016,20,63.00,31.00,32.00,10.70,62.60,37.40,55.10,3.40,31.80,16.50,13.10,16.10,51.70,52.30,47.70,100.00,0.00,65.60,34.40
Kelly Oubre Jr.,2017,21,79.00,47.00,32.00,20.30,57.50,42.50,52.70,10.40,32.30,25.00,15.00,25.30,42.30,54.50,45.50,98.10,1.90,67.20,32.80
Kelly Oubre Jr.,2018,22,81.00,43.00,38.00,27.50,53.30,46.70,40.30,4.80,39.70,16.30,20.00,19.90,35.50,53.10,46.90,92.10,7.90,68.60,31.40
Kelly Oubre Jr.,2019,23,69.00,21.00,48.00,28.00,59.90,40.10,51.00,5.00,30.90,18.60,18.10,19.10,46.00,55.80,44.20,87.00,13.00,64.80,35.20
Kemba Walker,2014,24,73.00,38.00,35.00,35.80,71.40,28.60,52.80,23.70,25.40,11.90,21.90,14.40,29.00,21.20,78.80,67.00,33.00,32.30,67.70
Kemba Walker,2015,25,62.00,21.00,41.00,34.20,71.50,28.50,54.50,21.00,23.70,9.30,21.80,13.60,33.50,25.90,74.10,65.90,34.10,34.90,65.10
Kemba Walker,2016,26,81.00,47.00,34.00,35.60,63.20,36.80,45.70,14.70,32.30,15.20,22.00,16.50,31.00,18.90,81.10,60.40,39.60,32.20,67.80
Kemba Walker,2017,27,79.00,36.00,43.00,34.70,58.50,41.50,44.00,13.30,39.30,10.10,16.60,14.60,30.70,20.10,79.90,51.30,48.80,31.70,68.30
Kemba Walker,2018,28,80.00,36.00,44.00,34.20,55.90,44.10,40.30,13.40,39.20,11.10,20.50,14.60,26.90,15.10,84.90,48.10,51.90,28.10,71.90
Kemba Walker,2019,29,82.00,39.00,43.00,34.90,56.60,43.40,44.80,12.10,37.10,11.20,18.10,12.80,32.70,20.00,80.00,43.80,56.20,28.50,71.50
Kendall Marshall,2014,22,54.00,14.00,40.00,29.00,57.50,42.50,46.00,14.40,49.50,9.10,4.40,12.80,31.60,21.20,78.80,87.30,12.70,48.80,51.20
Kendall Marshall,2015,23,28.00,13.00,15.00,14.90,54.50,45.50,47.50,13.60,45.80,11.00,6.80,30.50,33.90,35.70,64.30,72.20,27.80,50.00,50.00
Kendall Marshall,2016,24,30.00,3.00,27.00,13.30,58.50,41.50,48.60,18.00,43.20,2.70,8.10,8.10,30.60,29.60,70.40,87.50,12.50,51.20,48.80
Kendrick Perkins,2014,29,62.00,48.00,14.00,19.50,99.50,0.50,82.50,13.30,0.00,0.90,17.50,13.70,69.20,66.70,33.30,0.00,0.00,66.70,33.30
Kendrick Perkins,2015,30,68.00,38.00,30.00,16.90,99.60,0.40,82.90,4.90,0.00,2.80,17.10,15.40,78.00,67.60,32.40,0.00,0.00,67.60,32.40
Kendrick Perkins,2016,31,37.00,13.00,24.00,14.60,100.00,0.00,87.90,8.80,0.00,2.20,12.10,5.50,79.10,85.00,15.00,0.00,0.00,85.00,15.00
Kendrick Perkins,2018,33,1.00,0.00,1.00,14.50,100.00,0.00,66.70,0.00,0.00,0.00,33.30,0.00,66.70,0.00,100.00,0.00,0.00,0.00,100.00
Kenneth Faried,2014,24,80.00,36.00,44.00,27.20,99.60,0.40,81.60,5.70,0.00,17.20,18.40,15.70,75.90,66.70,33.30,0.00,0.00,66.70,33.30
Kenneth Faried,2015,25,75.00,30.00,45.00,27.80,98.90,1.10,78.60,4.00,0.30,15.10,21.00,16.70,74.60,64.20,35.80,0.00,100.00,64.10,35.90
Kenneth Faried,2016,26,67.00,26.00,41.00,25.30,99.70,0.30,83.40,4.80,0.40,15.60,16.30,14.90,78.60,68.40,31.60,100.00,0.00,68.50,31.50
Kenneth Faried,2017,27,61.00,29.00,32.00,21.20,98.60,1.40,77.70,2.40,0.00,11.90,22.30,12.40,75.30,62.70,37.30,0.00,0.00,62.70,37.30
Kenneth Faried,2018,28,32.00,16.00,16.00,14.40,99.30,0.70,80.90,5.30,0.00,16.50,19.10,16.50,75.50,69.70,30.30,0.00,0.00,69.70,30.30
Kenneth Faried,2019,29,37.00,21.00,16.00,19.70,90.60,9.40,77.10,3.10,6.30,7.00,16.70,19.00,74.00,71.60,28.40,100.00,0.00,73.10,26.90
Kenrich Williams,2019,24,46.00,17.00,29.00,23.50,44.10,55.90,39.40,2.20,55.90,23.30,4.70,14.30,37.30,70.90,29.10,92.30,7.70,81.30,18.70
Kent Bazemore,2014,24,67.00,35.00,32.00,13.60,62.70,37.30,51.60,12.90,32.00,29.50,16.40,23.80,38.70,37.50,62.50,67.40,32.60,46.30,53.70
Kent Bazemore,2015,25,75.00,53.00,22.00,17.60,60.10,39.90,47.70,5.10,36.90,26.20,15.40,17.40,42.60,62.40,37.60,93.80,6.30,73.00,27.00
Kent Bazemore,2016,26,75.00,44.00,31.00,27.80,57.90,42.10,48.40,6.20,37.50,22.80,14.10,19.60,42.20,53.60,46.40,92.70,7.30,66.90,33.10
Kent Bazemore,2017,27,73.00,39.00,34.00,26.90,63.10,36.90,50.70,18.00,34.50,18.40,14.90,21.70,32.70,52.20,47.80,84.80,15.20,62.40,37.60
Kent Bazemore,2018,28,65.00,19.00,46.00,27.50,59.50,40.50,42.10,12.00,38.80,15.30,19.10,23.80,30.10,47.20,52.80,83.30,16.70,60.90,39.10
Kent Bazemore,2019,29,67.00,24.00,43.00,24.50,56.60,43.40,46.70,10.50,37.00,19.60,16.30,22.10,36.20,47.80,52.20,84.40,15.60,60.40,39.60
Kentavious Caldwell-Pope,2014,21,80.00,28.00,52.00,19.80,59.80,40.20,52.30,14.90,37.70,30.00,10.00,28.70,37.40,63.40,36.60,96.60,3.40,74.20,25.80
Kentavious Caldwell-Pope,2015,22,82.00,32.00,50.00,31.50,54.30,45.70,45.40,14.20,44.00,21.00,10.50,19.90,31.30,60.80,39.20,86.30,13.70,70.80,29.20
Kentavious Caldwell-Pope,2016,23,76.00,41.00,35.00,36.70,61.60,38.40,52.30,17.90,31.00,22.30,16.70,20.50,34.40,48.10,51.90,84.20,15.80,58.30,41.70
Kentavious Caldwell-Pope,2017,24,76.00,33.00,43.00,33.30,52.90,47.10,41.50,19.50,43.80,20.60,14.70,19.10,22.00,52.50,47.50,78.40,21.60,63.20,36.80
Kentavious Caldwell-Pope,2018,25,74.00,31.00,43.00,33.20,48.00,52.00,36.50,11.30,48.10,22.30,15.40,18.50,25.20,61.30,38.70,87.40,12.60,73.50,26.50
Kentavious Caldwell-Pope,2019,26,82.00,37.00,45.00,24.80,42.50,57.50,37.10,12.60,48.30,23.70,14.60,18.40,24.50,70.70,29.30,94.00,6.00,81.50,18.50
Kenyon Martin,2014,36,32.00,13.00,19.00,19.80,99.20,0.80,92.00,16.10,0.00,5.80,8.00,16.80,75.90,68.30,31.70,0.00,0.00,68.30,31.70
Kenyon Martin,2015,37,11.00,7.00,4.00,9.50,100.00,0.00,90.00,20.00,0.00,10.00,10.00,10.00,70.00,88.90,11.10,0.00,0.00,88.90,11.10
Kevin Durant,2014,25,81.00,58.00,23.00,38.50,70.90,29.10,50.70,17.40,22.20,17.30,27.10,16.00,33.20,44.70,55.30,55.70,44.30,47.20,52.80
Kevin Durant,2015,26,27.00,18.00,9.00,33.80,66.00,34.00,50.70,20.40,28.00,15.60,21.30,15.70,30.30,51.10,48.90,65.60,34.40,55.00,45.00
Kevin Durant,2016,27,72.00,52.00,20.00,35.80,65.20,34.80,50.50,19.30,27.50,16.50,22.00,10.50,31.10,51.80,48.20,64.00,36.00,55.00,45.00
Kevin Durant,2017,28,62.00,51.00,11.00,33.40,69.60,30.40,55.80,15.80,22.60,22.90,21.60,18.20,40.00,56.50,43.50,81.20,18.80,61.70,38.30
Kevin Durant,2018,29,68.00,49.00,19.00,34.20,66.20,33.80,51.00,21.70,29.00,16.30,20.00,14.10,29.40,48.80,51.20,68.80,31.20,54.30,45.70
Kevin Durant,2019,30,78.00,54.00,24.00,34.60,71.90,28.10,57.60,25.10,20.30,17.60,22.10,13.90,32.60,47.10,52.90,56.90,43.10,49.00,51.00
Kevin Garnett,2014,38,54.00,27.00,27.00,20.50,99.20,0.80,89.20,54.00,0.00,3.40,10.80,16.20,35.20,80.30,19.70,0.00,0.00,80.30,19.70
Kevin Garnett,2015,39,47.00,20.00,27.00,20.30,97.70,2.30,87.90,59.40,0.90,2.20,11.10,12.40,28.50,78.90,21.10,100.00,0.00,79.00,21.00
Kevin Garnett,2016,40,38.00,14.00,24.00,14.60,99.10,0.90,88.50,52.50,0.00,6.60,11.50,9.80,36.10,94.40,5.60,0.00,0.00,94.40,5.60
Kevin Huerter,2019,20,75.00,27.00,48.00,27.30,46.30,53.70,38.20,3.30,56.10,15.70,5.60,18.40,34.90,50.40,49.60,77.20,22.80,63.60,36.40
Kevin Knox,2019,19,75.00,15.00,60.00,28.80,60.20,39.80,44.20,8.50,38.90,14.60,16.80,14.50,35.70,47.90,52.10,89.60,10.40,63.30,36.70
Kevin Love,2014,25,77.00,39.00,38.00,36.30,64.50,35.50,45.80,12.60,28.40,7.10,25.90,17.60,33.10,57.20,42.80,85.80,14.20,65.50,34.50
Kevin Love,2015,26,75.00,50.00,25.00,33.80,58.80,41.20,43.80,13.70,35.20,4.00,21.00,14.70,30.10,69.10,30.90,98.60,1.40,79.40,20.60
Kevin Love,2016,27,77.00,53.00,24.00,31.50,55.10,44.90,40.70,12.50,38.40,5.90,20.90,13.80,28.20,60.20,39.80,98.70,1.30,75.10,24.90
Kevin Love,2017,28,60.00,40.00,20.00,31.40,55.10,44.90,39.40,11.40,38.10,5.30,22.50,10.90,28.00,55.10,44.90,98.60,1.40,72.20,27.80
Kevin Love,2018,29,59.00,37.00,22.00,28.00,54.70,45.30,37.90,8.90,39.60,5.70,22.50,12.60,29.10,64.50,35.50,97.80,2.20,78.10,21.90
Kevin Love,2019,30,22.00,7.00,15.00,27.20,48.10,51.90,29.90,5.90,42.50,5.10,27.50,12.80,24.10,51.80,48.20,90.60,9.40,70.60,29.40
Kevin Martin,2014,31,68.00,32.00,36.00,32.00,71.00,29.00,50.10,20.00,26.60,20.00,23.30,22.90,30.00,58.50,41.50,88.70,11.30,66.40,33.60
Kevin Martin,2015,32,39.00,11.00,28.00,33.40,69.40,30.60,49.30,31.10,28.90,14.10,21.80,19.60,18.20,54.70,45.30,85.30,14.70,63.30,36.70
Kevin Martin,2016,33,55.00,24.00,31.00,19.90,67.50,32.50,41.60,17.50,28.60,17.70,29.80,13.80,24.10,54.20,45.80,93.90,6.10,66.70,33.30
Kevin Seraphin,2014,24,53.00,25.00,28.00,10.90,100.00,0.00,89.20,19.30,0.00,1.60,10.80,18.90,69.90,53.20,46.80,0.00,0.00,53.20,46.80
Kevin Seraphin,2015,25,79.00,45.00,34.00,15.60,99.60,0.40,88.80,29.60,0.00,4.40,11.20,10.60,59.20,59.30,40.70,0.00,0.00,59.30,40.70
Kevin Seraphin,2016,26,48.00,15.00,33.00,11.00,99.00,1.00,89.80,35.30,0.00,5.90,10.20,12.80,54.50,60.70,39.30,0.00,0.00,60.70,39.30
Kevin Seraphin,2017,27,49.00,23.00,26.00,11.40,99.00,1.00,94.00,26.70,0.00,1.70,6.00,12.50,67.20,66.10,33.90,0.00,0.00,66.10,33.90
Kevon Looney,2016,20,5.00,4.00,1.00,4.10,71.40,28.60,66.70,22.20,33.30,0.00,0.00,0.00,44.40,33.30,66.70,100.00,0.00,50.00,50.00
Kevon Looney,2017,21,53.00,44.00,9.00,8.40,91.60,8.40,80.00,0.00,4.40,8.10,15.60,16.30,80.00,83.30,16.70,100.00,0.00,83.90,16.10
Kevon Looney,2018,22,66.00,45.00,21.00,13.80,97.40,2.60,83.10,6.70,1.10,8.20,15.70,14.20,76.40,68.50,31.50,100.00,0.00,68.80,31.30
Kevon Looney,2019,23,80.00,56.00,24.00,18.50,97.10,2.90,86.40,9.20,0.60,6.60,13.00,10.40,77.20,70.40,29.60,100.00,0.00,70.50,29.50
Khem Birch,2018,25,42.00,14.00,28.00,13.80,100.00,0.00,76.40,3.40,0.00,3.90,23.60,9.00,73.00,70.60,29.40,0.00,0.00,70.60,29.40
Khem Birch,2019,26,50.00,26.00,24.00,12.90,99.30,0.70,75.80,1.70,0.00,9.60,24.20,14.20,74.20,72.50,27.50,0.00,0.00,72.50,27.50
Khris Middleton,2014,22,82.00,15.00,67.00,30.00,66.00,34.00,51.70,28.90,36.40,10.80,11.90,13.80,22.80,68.80,31.30,95.80,4.20,77.40,22.60
Khris Middleton,2015,23,79.00,40.00,39.00,30.10,69.20,30.80,56.30,28.80,31.00,15.70,12.70,21.80,27.50,59.60,40.40,98.20,1.80,70.00,30.00
Khris Middleton,2016,24,79.00,33.00,46.00,36.10,68.40,31.60,50.80,26.40,29.90,13.90,19.30,18.50,24.40,41.50,58.50,89.50,10.50,55.00,45.00
Khris Middleton,2017,25,29.00,19.00,10.00,30.70,68.80,31.20,49.30,24.40,31.70,4.90,19.00,20.00,24.90,49.50,50.50,91.10,8.90,62.00,38.00
Khris Middleton,2018,26,82.00,44.00,38.00,36.40,68.00,32.00,54.10,27.10,26.50,11.70,19.40,16.90,27.00,42.70,57.30,84.20,15.80,53.00,47.00
Khris Middleton,2019,27,77.00,56.00,21.00,31.10,58.70,41.30,46.50,15.40,38.20,12.10,15.40,11.90,31.10,32.70,67.30,60.30,39.70,42.50,57.50
Khyri Thomas,2019,23,26.00,13.00,13.00,7.50,49.30,50.70,39.30,9.80,49.20,9.80,11.50,4.90,29.50,66.70,33.30,100.00,0.00,81.80,18.20
Kirk Hinrich,2014,33,73.00,45.00,28.00,29.00,60.90,39.10,47.40,26.70,38.30,10.20,14.30,16.80,20.70,38.60,61.40,83.50,16.50,54.30,45.70
Kirk Hinrich,2015,34,66.00,37.00,29.00,24.40,55.90,44.10,44.60,22.80,46.20,14.30,9.30,17.20,21.80,45.20,54.80,93.10,6.90,64.80,35.20
Kirk Hinrich,2016,35,46.00,26.00,20.00,13.70,51.90,48.10,36.50,13.10,52.60,23.40,10.90,21.20,23.40,44.00,56.00,70.80,29.20,57.10,42.90
Klay Thompson,2014,24,81.00,51.00,30.00,35.40,57.50,42.50,45.20,21.60,45.00,15.50,9.90,15.90,23.50,62.20,37.80,94.60,5.40,75.10,24.90
Klay Thompson,2015,25,77.00,64.00,13.00,31.90,58.00,42.00,43.50,16.30,43.00,18.70,13.50,14.90,27.20,55.60,44.40,90.80,9.20,69.60,30.40
Klay Thompson,2016,26,80.00,71.00,9.00,33.30,53.10,46.90,42.30,14.30,46.80,18.30,10.90,13.80,28.00,72.50,27.50,92.40,7.60,81.00,19.00
Klay Thompson,2017,27,78.00,66.00,12.00,34.00,53.00,47.00,43.20,19.20,46.20,18.90,10.70,18.00,24.00,75.00,25.00,95.50,4.50,83.50,16.50
Klay Thompson,2018,28,73.00,55.00,18.00,34.30,55.80,44.20,47.40,26.80,47.00,19.00,5.60,12.10,20.50,74.30,25.70,95.20,4.80,82.60,17.40
