PLAYER,YEAR,AGE,GP,W,L,MP,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
Dennis Schroder,2016,22,80.00,47.00,33.00,20.30,69.40,30.60,57.30,16.80,26.30,9.80,16.40,17.40,40.50,23.00,77.00,72.70,27.30,34.70,65.30
Dennis Schroder,2017,23,79.00,42.00,37.00,31.50,75.80,24.20,63.40,19.20,21.20,10.30,15.40,16.50,44.10,21.00,79.00,67.00,33.00,29.40,70.60
Dennis Schroder,2018,24,67.00,21.00,46.00,31.00,77.10,22.90,65.20,23.80,17.50,7.90,17.30,18.90,41.40,19.30,80.70,56.60,43.40,25.00,75.00
Dennis Schroder,2019,25,79.00,47.00,32.00,29.30,67.00,33.00,54.40,16.20,30.40,15.80,15.20,14.50,38.20,16.50,83.50,79.80,20.20,33.70,66.30
Dennis Smith Jr.,2018,20,69.00,22.00,47.00,29.70,66.90,33.10,56.90,12.20,30.30,17.90,12.80,17.80,44.70,19.10,80.90,58.50,41.50,29.50,70.50
Dennis Smith Jr.,2019,21,53.00,21.00,32.00,28.50,68.00,32.00,58.40,10.50,27.80,17.70,13.70,18.10,47.90,25.10,74.90,64.20,35.80,34.50,65.50
Denzel Valentine,2017,23,57.00,28.00,29.00,17.10,27.80,72.20,19.90,6.20,75.30,13.70,4.80,17.20,13.70,51.70,48.30,90.40,9.60,79.40,20.60
Denzel Valentine,2018,24,77.00,26.00,51.00,27.20,48.70,51.30,40.40,12.00,54.80,20.20,4.90,16.00,28.40,48.70,51.30,79.00,21.00,63.10,36.90
Deonte Burton,2019,25,32.00,21.00,11.00,7.50,67.10,32.90,61.00,7.30,29.30,12.20,9.80,24.40,53.70,72.00,28.00,100.00,0.00,78.80,21.20
Derek Fisher,2014,39,81.00,59.00,22.00,17.60,36.60,63.40,24.90,16.00,62.10,10.40,12.90,16.50,8.90,62.30,37.70,73.90,26.10,69.50,30.50
Deron Williams,2014,30,64.00,37.00,27.00,32.20,62.60,37.40,49.00,20.30,32.10,10.60,18.90,20.80,28.60,29.00,71.00,76.50,23.50,43.50,56.50
Deron Williams,2015,31,68.00,34.00,34.00,31.10,69.30,30.70,47.70,17.40,29.50,10.60,22.70,10.60,30.30,19.90,80.10,79.30,20.70,37.20,62.80
Deron Williams,2016,32,65.00,31.00,34.00,32.40,63.60,36.40,48.80,18.30,31.70,12.50,19.50,15.50,30.50,24.10,75.90,80.40,19.60,41.10,58.90
Deron Williams,2017,33,64.00,25.00,39.00,25.90,61.00,39.00,50.80,24.00,36.40,6.00,12.80,13.80,26.80,20.20,79.80,70.60,29.40,36.50,63.50
Derrick Favors,2014,22,73.00,25.00,48.00,30.20,99.90,0.10,80.40,11.10,0.00,3.50,19.60,10.70,69.30,62.80,37.20,0.00,0.00,62.80,37.20
Derrick Favors,2015,23,74.00,33.00,41.00,30.80,99.30,0.70,81.00,16.80,0.30,5.00,18.70,14.10,64.20,68.00,32.00,100.00,0.00,68.00,32.00
Derrick Favors,2016,24,62.00,30.00,32.00,32.00,99.50,0.50,82.30,19.30,0.00,1.90,17.70,11.20,63.00,64.60,35.40,0.00,0.00,64.60,35.40
Derrick Favors,2017,25,50.00,33.00,17.00,23.70,97.60,2.40,84.00,22.70,1.90,1.90,14.10,10.90,61.30,79.50,20.50,100.00,0.00,79.80,20.20
Derrick Favors,2018,26,77.00,46.00,31.00,28.00,91.00,9.00,80.70,10.60,4.40,5.50,14.80,14.50,70.10,78.50,21.50,100.00,0.00,79.20,20.80
Derrick Favors,2019,27,76.00,46.00,30.00,23.20,87.40,12.60,77.10,4.70,5.70,3.60,17.20,12.40,72.50,75.40,24.60,100.00,0.00,76.60,23.40
Derrick Jones Jr.,2017,20,32.00,7.00,25.00,17.00,90.90,9.10,77.40,4.80,5.40,25.00,17.30,22.60,72.60,67.70,32.30,100.00,0.00,69.10,30.90
Derrick Jones Jr.,2018,21,20.00,9.00,11.00,12.30,66.00,34.00,59.00,0.00,14.80,19.70,26.20,16.40,59.00,27.80,72.20,100.00,0.00,38.10,61.90
Derrick Jones Jr.,2019,22,60.00,31.00,29.00,19.20,71.90,28.10,62.60,1.40,19.90,15.40,17.50,24.40,61.10,65.20,34.80,100.00,0.00,71.30,28.80
Derrick Rose,2014,25,10.00,5.00,5.00,31.10,71.30,28.70,52.80,10.10,30.20,18.20,17.00,11.90,42.80,40.50,59.50,87.50,12.50,53.40,46.60
Derrick Rose,2015,26,51.00,33.00,18.00,30.00,67.50,32.50,58.00,15.70,25.20,19.70,16.80,11.50,42.30,24.80,75.20,68.40,31.60,34.60,65.40
Derrick Rose,2016,27,66.00,32.00,34.00,31.80,85.70,14.30,74.60,27.40,12.20,11.20,13.10,11.70,47.20,22.30,77.70,90.90,9.10,29.10,70.90
Derrick Rose,2017,28,64.00,26.00,38.00,32.50,93.90,6.10,77.50,21.70,3.40,17.00,19.20,11.70,55.80,21.70,78.30,69.20,30.80,23.00,77.00
Derrick Rose,2018,29,25.00,15.00,10.00,16.80,83.90,16.10,70.80,11.50,10.00,16.30,19.10,14.80,59.30,40.50,59.50,57.10,42.90,42.00,58.00
Derrick Rose,2019,30,51.00,24.00,27.00,27.30,80.60,19.40,67.40,21.20,17.70,11.70,14.90,12.00,46.20,24.90,75.10,68.50,31.50,31.40,68.60
Derrick Walton Jr.,2018,23,16.00,8.00,8.00,9.20,32.00,68.00,6.90,6.90,72.40,6.90,20.70,6.90,0.00,0.00,100.00,71.40,28.60,62.50,37.50
Derrick White,2018,23,17.00,7.00,10.00,8.20,60.60,39.40,29.60,7.40,44.40,7.40,25.90,14.80,22.20,25.00,75.00,62.50,37.50,43.80,56.30
Derrick White,2019,24,67.00,41.00,26.00,25.80,73.80,26.20,64.00,15.70,21.70,12.20,14.30,14.20,48.30,42.90,57.10,83.30,16.70,50.40,49.60
Derrick Williams,2014,23,78.00,29.00,49.00,23.30,79.50,20.50,57.70,11.90,12.50,22.60,29.80,19.60,45.80,60.00,40.00,84.60,15.40,63.10,36.90
Derrick Williams,2015,24,74.00,27.00,47.00,19.80,67.80,32.20,54.50,10.00,23.80,21.90,21.70,11.20,44.40,68.50,31.50,91.80,8.20,73.70,26.30
Derrick Williams,2016,25,80.00,32.00,48.00,17.90,73.50,26.50,56.30,13.10,17.70,17.20,26.00,15.40,43.20,59.00,41.00,88.60,11.40,64.20,35.80
Derrick Williams,2017,26,50.00,16.00,34.00,16.10,60.20,39.80,51.30,14.50,29.60,18.40,19.10,12.80,36.80,70.50,29.50,96.70,3.30,77.80,22.20
Derrick Williams,2018,27,2.00,1.00,1.00,4.30,50.00,50.00,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00
Devin Booker,2016,19,76.00,20.00,56.00,27.70,66.70,33.30,51.10,19.70,28.30,21.00,20.50,17.40,31.50,45.50,54.50,78.80,21.20,54.50,45.50
Devin Booker,2017,20,78.00,24.00,54.00,35.00,71.70,28.30,53.20,22.90,25.60,22.40,21.30,18.00,30.20,33.30,66.70,76.20,23.80,43.70,56.30
Devin Booker,2018,21,54.00,16.00,38.00,34.50,63.60,36.40,45.80,18.90,32.80,13.70,21.50,10.30,26.90,33.80,66.20,61.20,38.80,42.60,57.40
Devin Booker,2019,22,64.00,15.00,49.00,35.00,67.00,33.00,53.10,15.40,23.80,16.20,23.10,13.80,37.60,29.50,70.50,57.80,42.20,36.00,64.00
Devin Harris,2014,31,40.00,24.00,16.00,20.40,60.20,39.80,41.30,8.90,29.50,23.20,29.20,20.00,32.40,26.20,73.80,67.70,32.30,39.60,60.40
Devin Harris,2015,32,76.00,45.00,31.00,22.20,49.20,50.80,37.30,8.10,42.90,26.00,19.80,17.40,29.20,22.60,77.40,81.10,18.90,47.90,52.10
Devin Harris,2016,33,64.00,35.00,29.00,20.00,57.80,42.20,47.20,9.00,32.00,21.60,20.70,20.10,38.20,47.00,53.00,92.30,7.70,61.10,38.90
Devin Harris,2017,34,65.00,29.00,36.00,16.70,48.10,51.90,35.70,6.90,39.80,14.40,24.50,21.30,28.80,47.40,52.60,82.80,17.20,62.50,37.50
Devin Harris,2018,35,71.00,33.00,38.00,18.90,50.00,50.00,36.30,3.00,39.80,15.50,23.90,15.00,33.30,55.60,44.40,74.70,25.30,63.60,36.40
Devin Harris,2019,36,68.00,28.00,40.00,15.70,42.40,57.60,32.70,3.70,43.50,14.30,23.80,11.00,29.00,57.10,42.90,87.10,12.90,71.20,28.80
Devin Robinson,2018,23,1.00,0.00,1.00,13.20,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,100.00
Devin Robinson,2019,24,7.00,1.00,6.00,13.50,93.80,6.30,80.90,12.80,0.00,8.50,19.10,4.30,68.10,73.70,26.30,0.00,0.00,73.70,26.30
Devonte' Graham,2019,24,46.00,18.00,28.00,14.70,44.00,56.00,36.90,9.20,47.00,18.00,16.10,6.00,27.60,30.00,70.00,76.50,23.50,51.40,48.60
Devyn Marble,2015,22,16.00,3.00,13.00,13.00,50.00,50.00,54.10,10.80,32.40,16.20,13.50,16.20,43.20,50.00,50.00,100.00,0.00,64.30,35.70
Devyn Marble,2016,23,28.00,12.00,16.00,8.90,54.90,45.10,43.30,6.70,40.00,18.30,16.70,11.70,36.70,46.20,53.80,100.00,0.00,66.70,33.30
Dewayne Dedmon,2014,24,31.00,7.00,24.00,12.60,100.00,0.00,78.40,14.40,0.00,18.60,21.60,16.50,63.90,60.50,39.50,0.00,0.00,60.50,39.50
Dewayne Dedmon,2015,25,59.00,17.00,42.00,14.30,99.40,0.60,84.30,1.90,0.00,9.30,15.70,20.40,82.40,53.80,46.20,0.00,0.00,53.80,46.20
Dewayne Dedmon,2016,26,58.00,21.00,37.00,12.20,100.00,0.00,77.60,7.10,0.00,6.70,22.40,18.40,70.60,77.80,22.20,0.00,0.00,77.80,22.20
Dewayne Dedmon,2017,27,76.00,55.00,21.00,17.50,100.00,0.00,83.20,4.10,0.00,7.80,16.80,19.90,79.10,70.20,29.80,0.00,0.00,70.20,29.80
Dewayne Dedmon,2018,28,62.00,18.00,44.00,24.90,70.40,29.60,64.80,13.60,24.30,7.00,10.90,15.40,51.20,80.00,20.00,100.00,0.00,84.00,16.00
Dewayne Dedmon,2019,29,64.00,24.00,40.00,25.10,58.70,41.30,50.80,4.90,35.90,7.40,13.30,12.00,45.90,80.10,19.90,97.60,2.40,85.70,14.30
Dexter Pittman,2014,26,2.00,0.00,2.00,1.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deyonta Davis,2017,20,36.00,23.00,13.00,6.60,100.00,0.00,82.80,3.40,0.00,1.70,17.20,22.40,79.30,66.70,33.30,0.00,0.00,66.70,33.30
Deyonta Davis,2018,21,62.00,16.00,46.00,15.20,100.00,0.00,89.40,16.70,0.00,12.80,10.60,14.20,72.80,77.00,23.00,0.00,0.00,77.00,23.00
Deyonta Davis,2019,22,9.00,3.00,6.00,13.20,95.50,4.50,83.30,5.60,0.00,11.10,16.70,16.70,77.80,80.00,20.00,0.00,0.00,80.00,20.00
Diamond Stone,2017,20,7.00,6.00,1.00,3.50,100.00,0.00,60.00,40.00,0.00,0.00,40.00,0.00,20.00,100.00,0.00,0.00,0.00,100.00,0.00
Diante Garrett,2014,25,71.00,23.00,48.00,14.80,63.80,36.20,52.40,12.10,43.50,10.90,4.00,19.80,40.30,35.40,64.60,88.90,11.10,54.50,45.50
Dillon Brooks,2018,22,82.00,22.00,60.00,28.70,65.80,34.20,54.80,10.90,31.40,18.20,13.80,16.10,43.90,53.30,46.70,90.40,9.60,63.50,36.50
Dillon Brooks,2019,23,18.00,9.00,9.00,18.30,67.20,32.80,50.40,10.40,33.30,9.60,16.30,25.20,40.00,64.70,35.30,100.00,0.00,75.50,24.50
Dion Waiters,2014,22,70.00,28.00,42.00,29.60,74.80,25.20,60.70,29.30,24.80,12.70,14.50,17.90,31.40,35.50,64.50,87.00,13.00,46.50,53.50
Dion Waiters,2015,23,80.00,46.00,34.00,27.60,74.00,26.00,64.30,24.70,23.30,20.10,12.40,16.70,39.60,37.10,62.90,84.90,15.10,46.40,53.60
Dion Waiters,2016,24,78.00,53.00,25.00,27.60,66.00,34.00,51.40,18.40,33.90,15.40,14.70,17.60,33.10,30.60,69.40,87.20,12.80,47.90,52.10
Dion Waiters,2017,25,46.00,27.00,19.00,30.10,67.60,32.40,53.80,17.00,35.00,13.30,11.20,14.30,36.80,19.40,80.60,80.00,20.00,37.70,62.30
Dion Waiters,2018,26,30.00,16.00,14.00,30.60,58.50,41.50,51.70,13.10,36.40,6.80,11.90,14.70,38.70,17.10,82.90,76.90,23.10,36.20,63.80
Dion Waiters,2019,27,44.00,20.00,24.00,25.90,39.50,60.50,33.80,6.80,62.00,7.60,4.20,9.90,26.90,28.10,71.90,82.60,17.40,58.10,41.90
Dionte Christmas,2014,27,31.00,15.00,16.00,6.40,50.00,50.00,36.60,14.10,38.00,28.20,25.40,18.30,22.50,61.50,38.50,100.00,0.00,77.30,22.70
Dirk Nowitzki,2014,36,80.00,48.00,32.00,32.90,74.20,25.80,57.90,41.20,22.70,6.20,19.50,14.00,16.70,50.00,50.00,94.70,5.30,59.20,40.80
Dirk Nowitzki,2015,37,77.00,47.00,30.00,29.60,74.20,25.80,57.50,42.30,23.40,7.50,19.10,18.20,15.20,64.00,36.00,99.00,1.00,71.50,28.50
Dirk Nowitzki,2016,38,75.00,38.00,37.00,31.50,69.20,30.80,54.20,38.20,27.60,6.30,18.20,13.80,16.00,63.20,36.80,98.40,1.60,72.10,27.90
Dirk Nowitzki,2017,39,54.00,23.00,31.00,26.40,69.20,30.80,56.40,41.60,30.80,3.60,12.70,13.00,14.80,77.00,23.00,100.00,0.00,83.10,16.90
Dirk Nowitzki,2018,40,77.00,24.00,53.00,24.70,55.50,44.50,44.90,33.20,44.70,5.20,10.50,10.10,11.70,77.40,22.60,100.00,0.00,86.40,13.60
Dirk Nowitzki,2019,40,51.00,17.00,34.00,15.60,45.50,54.50,38.10,29.50,51.50,4.60,10.50,7.80,8.60,81.70,18.30,100.00,0.00,90.40,9.60
Domantas Sabonis,2017,21,81.00,46.00,35.00,20.10,66.90,33.10,58.90,13.80,31.90,7.90,9.20,15.90,45.10,62.40,37.60,100.00,0.00,72.40,27.60
Domantas Sabonis,2018,22,74.00,45.00,29.00,24.50,94.40,5.60,76.00,11.60,4.50,7.10,19.50,15.70,64.30,73.70,26.30,100.00,0.00,74.70,25.30
Domantas Sabonis,2019,23,74.00,43.00,31.00,24.80,97.60,2.40,77.50,9.40,2.60,4.70,19.90,15.10,68.10,65.60,34.40,100.00,0.00,66.30,33.70
Donald Sloan,2014,26,48.00,31.00,17.00,8.20,64.10,35.90,61.80,18.20,27.30,12.70,10.90,18.20,43.60,11.80,88.20,90.00,10.00,29.50,70.50
Donald Sloan,2015,27,53.00,22.00,31.00,20.90,63.10,36.90,53.20,9.70,31.50,13.80,15.30,18.40,43.50,10.60,89.40,68.30,31.70,26.90,73.10
Donald Sloan,2016,28,61.00,13.00,48.00,21.60,71.70,28.30,54.70,11.30,26.90,18.40,18.40,13.20,43.40,31.00,69.00,86.80,13.20,44.80,55.20
Donatas Motiejunas,2014,23,62.00,42.00,20.00,15.40,71.60,28.40,64.50,2.90,18.50,9.10,17.00,13.50,61.60,72.70,27.30,100.00,0.00,77.10,22.90
Donatas Motiejunas,2015,24,71.00,48.00,23.00,28.70,81.00,19.00,71.10,2.30,17.20,7.70,11.70,13.70,68.80,59.50,40.50,98.00,2.00,64.90,35.10
Donatas Motiejunas,2016,25,37.00,19.00,18.00,14.80,72.20,27.80,64.30,7.80,20.90,7.00,14.80,13.90,56.50,71.60,28.40,100.00,0.00,76.70,23.30
Donatas Motiejunas,2017,26,34.00,16.00,18.00,14.10,65.90,34.10,61.30,5.30,22.00,15.30,16.70,13.30,56.00,73.90,26.10,100.00,0.00,78.90,21.10
Donatas Motiejunas,2019,28,3.00,3.00,0.00,4.30,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00
Donovan Mitchell,2018,21,79.00,46.00,33.00,33.40,59.60,40.40,50.50,8.80,34.70,11.80,14.80,14.90,41.70,24.80,75.20,65.80,34.20,37.60,62.40
Donovan Mitchell,2019,22,77.00,49.00,28.00,33.70,66.10,33.90,51.70,9.20,30.80,9.70,17.40,13.90,42.50,23.70,76.30,58.00,42.00,33.40,66.60
Donte DiVincenzo,2019,22,27.00,20.00,7.00,15.20,33.10,66.90,42.70,1.50,50.40,28.20,6.90,16.00,41.20,67.90,32.10,90.90,9.10,78.00,22.00
Donte Grantham,2019,24,3.00,2.00,1.00,0.80,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dorell Wright,2014,28,68.00,48.00,20.00,14.50,32.00,68.00,24.50,8.70,60.30,13.40,15.20,18.10,15.70,59.50,40.50,97.10,2.90,82.90,17.10
Dorell Wright,2015,29,48.00,28.00,20.00,12.30,43.20,56.80,28.30,4.60,56.20,19.20,15.50,16.90,23.70,38.70,61.30,97.60,2.40,72.20,27.80
Dorian Finney-Smith,2017,24,81.00,33.00,48.00,20.30,42.60,57.40,38.90,4.60,48.00,15.40,13.10,21.10,34.30,64.70,35.30,96.40,3.60,79.00,21.00
Dorian Finney-Smith,2018,25,21.00,4.00,17.00,21.30,44.60,55.40,42.30,6.50,48.80,8.90,8.90,12.20,35.80,61.50,38.50,95.00,5.00,76.10,23.90
Dorian Finney-Smith,2019,26,81.00,33.00,48.00,24.50,51.90,48.10,49.00,3.00,39.00,16.80,12.00,15.30,46.10,59.10,40.90,96.20,3.80,71.90,28.10
Doron Lamb,2014,22,53.00,13.00,40.00,13.10,43.80,56.30,28.30,13.60,56.50,8.40,15.20,11.50,14.70,48.10,51.90,91.70,8.30,73.00,27.00
Doug McDermott,2015,23,36.00,23.00,13.00,8.90,61.70,38.30,55.00,9.20,35.80,16.50,9.20,14.70,45.90,76.70,23.30,92.30,7.70,81.40,18.60
Doug McDermott,2016,24,81.00,41.00,40.00,23.00,59.80,40.20,47.40,15.40,43.20,12.20,9.40,15.10,31.90,75.70,24.30,98.20,1.80,84.20,15.80
Doug McDermott,2017,25,66.00,35.00,31.00,22.80,58.10,41.90,49.00,18.20,39.00,10.50,12.00,11.00,30.70,76.60,23.40,98.70,1.30,84.20,15.80
Doug McDermott,2018,26,81.00,30.00,51.00,21.80,57.50,42.50,46.00,8.30,43.80,9.80,10.20,14.80,37.80,84.10,15.90,100.00,0.00,90.30,9.70
Doug McDermott,2019,27,77.00,43.00,34.00,17.40,51.20,48.80,43.60,8.90,44.70,12.80,11.70,11.30,34.80,91.90,8.10,100.00,0.00,95.20,4.80
Dragan Bender,2017,19,43.00,13.00,30.00,13.30,37.30,62.70,39.70,6.80,57.50,17.10,2.70,20.50,32.90,55.20,44.80,100.00,0.00,77.20,22.80
Dragan Bender,2018,20,82.00,21.00,61.00,25.20,33.50,66.50,26.00,0.80,66.70,5.80,7.30,13.90,25.20,50.70,49.30,99.20,0.80,81.30,18.70
Dragan Bender,2019,21,46.00,9.00,37.00,18.00,48.70,51.30,57.40,0.00,28.70,11.30,13.90,18.70,57.40,68.20,31.80,100.00,0.00,76.10,23.90
Draymond Green,2014,24,82.00,51.00,31.00,21.90,64.10,35.90,51.70,11.40,32.30,10.00,16.00,14.90,40.30,63.60,36.40,94.50,5.50,72.70,27.30
Draymond Green,2015,25,79.00,64.00,15.00,31.50,57.00,43.00,49.50,5.90,36.20,17.70,14.30,16.20,43.60,73.70,26.30,100.00,0.00,82.30,17.70
Draymond Green,2016,26,81.00,73.00,8.00,34.70,68.50,31.50,53.20,1.90,26.50,18.10,20.20,12.40,51.30,61.80,38.20,96.00,4.00,70.30,29.70
Draymond Green,2017,27,76.00,62.00,14.00,32.50,59.50,40.50,49.20,1.80,31.30,21.50,19.50,17.70,47.40,71.20,28.80,97.50,2.50,79.00,21.00
Draymond Green,2018,28,70.00,48.00,22.00,32.70,58.60,41.40,52.80,4.10,29.90,19.00,17.30,16.00,48.60,71.60,28.40,90.90,9.10,76.90,23.10
Draymond Green,2019,29,66.00,48.00,18.00,31.30,60.90,39.10,58.00,4.90,29.00,19.10,13.00,13.60,53.10,70.20,29.80,93.60,6.40,76.10,23.90
Drew Eubanks,2019,22,23.00,13.00,10.00,4.90,100.00,0.00,73.20,4.90,0.00,0.00,26.80,4.90,68.30,73.30,26.70,0.00,0.00,73.30,26.70
Drew Gooden,2014,32,22.00,12.00,10.00,18.00,88.10,11.90,75.40,38.30,11.50,2.20,13.10,14.20,37.20,63.80,36.20,85.70,14.30,65.80,34.20
Drew Gooden,2015,33,51.00,31.00,20.00,16.90,78.60,21.40,62.80,38.30,24.90,5.40,12.30,11.90,24.50,65.50,34.50,95.70,4.30,71.80,28.20
Drew Gooden,2016,34,30.00,18.00,12.00,10.20,60.20,39.80,63.40,19.50,25.60,7.30,11.00,9.80,43.90,42.30,57.70,100.00,0.00,54.50,45.50
Drew Gordon,2015,24,9.00,0.00,9.00,7.90,84.20,15.80,94.10,11.80,0.00,11.80,5.90,0.00,82.40,87.50,12.50,0.00,0.00,87.50,12.50
Duje Dukan,2016,24,1.00,0.00,1.00,24.20,50.00,50.00,0.00,0.00,100.00,0.00,0.00,50.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
Duncan Robinson,2019,25,15.00,7.00,8.00,10.70,23.90,76.10,32.00,8.00,60.00,24.00,8.00,20.00,24.00,87.50,12.50,100.00,0.00,94.40,5.60
Dusty Hannahs,2019,25,2.00,0.00,2.00,13.00,58.30,41.70,75.00,0.00,0.00,25.00,25.00,25.00,75.00,100.00,0.00,0.00,0.00,100.00,0.00
Dwayne Bacon,2018,22,53.00,25.00,28.00,13.50,77.60,22.40,69.70,32.00,18.90,8.00,11.40,17.70,37.70,52.50,47.50,100.00,0.00,59.70,40.30
Dwayne Bacon,2019,23,43.00,20.00,23.00,17.60,66.10,33.90,53.20,4.40,36.10,16.50,10.80,13.60,48.70,60.70,39.30,73.70,26.30,64.80,35.20
Dwight Buycks,2014,25,14.00,5.00,9.00,10.40,64.60,35.40,46.50,14.00,34.90,7.00,18.60,11.60,32.60,50.00,50.00,100.00,0.00,66.70,33.30
Dwight Buycks,2015,26,6.00,1.00,5.00,20.50,72.50,27.50,42.30,11.50,40.40,1.90,17.30,7.70,30.80,9.10,90.90,57.10,42.90,27.80,72.20
Dwight Buycks,2018,29,29.00,10.00,19.00,14.70,77.30,22.70,62.30,23.30,20.90,12.10,16.70,20.00,39.10,28.40,71.60,40.00,60.00,30.50,69.50
Dwight Howard,2014,28,71.00,48.00,23.00,33.80,99.10,0.90,72.60,0.80,0.50,5.10,26.90,10.80,71.90,51.00,49.00,100.00,0.00,51.20,48.80
Dwight Howard,2015,29,41.00,29.00,12.00,29.80,99.50,0.50,77.40,0.60,0.50,6.00,22.10,13.80,76.80,61.20,38.80,100.00,0.00,61.40,38.60
Dwight Howard,2016,30,71.00,34.00,37.00,32.10,99.00,1.00,76.20,1.60,0.00,7.30,23.80,13.90,74.60,71.00,29.00,0.00,0.00,71.00,29.00
Dwight Howard,2017,31,74.00,37.00,37.00,29.70,99.70,0.30,77.40,2.80,0.00,5.50,22.60,11.40,74.70,65.70,34.30,0.00,0.00,65.70,34.30
Dwight Howard,2018,32,81.00,35.00,46.00,30.40,99.20,0.80,75.00,6.20,0.20,3.20,24.80,13.10,68.70,56.80,43.20,100.00,0.00,56.90,43.10
Dwight Howard,2019,33,9.00,4.00,5.00,25.50,100.00,0.00,74.80,7.00,0.00,7.00,25.20,18.30,67.80,74.40,25.60,0.00,0.00,74.40,25.60
Dwight Powell,2015,23,29.00,11.00,18.00,8.20,83.60,16.40,62.20,22.20,10.00,13.30,27.80,17.80,40.00,71.40,28.60,100.00,0.00,74.20,25.80
Dwight Powell,2016,24,69.00,35.00,34.00,14.40,94.60,5.40,72.20,16.00,1.50,8.00,26.30,15.80,56.10,88.90,11.10,100.00,0.00,89.00,11.00
Dwight Powell,2017,25,77.00,30.00,47.00,17.30,80.40,19.60,67.10,10.50,12.20,6.20,20.70,14.90,56.60,83.80,16.20,100.00,0.00,85.60,14.40
Dwight Powell,2018,26,79.00,23.00,56.00,21.20,80.50,19.50,67.70,4.50,12.50,5.20,19.80,10.90,63.20,82.80,17.20,100.00,0.00,84.70,15.30
Dwight Powell,2019,27,77.00,31.00,46.00,21.60,73.90,26.10,61.60,0.20,14.40,6.70,24.00,10.90,61.30,84.10,15.90,100.00,0.00,86.20,13.80
Dwyane Wade,2014,32,54.00,36.00,18.00,32.90,95.80,4.20,79.00,24.10,2.60,15.00,18.40,18.70,54.90,42.90,57.10,77.80,22.20,43.60,56.40
Dwyane Wade,2015,33,62.00,28.00,34.00,31.80,90.60,9.40,72.10,28.90,6.50,11.20,21.30,18.90,43.30,34.20,65.80,48.30,51.70,35.00,65.00
Dwyane Wade,2016,34,74.00,43.00,31.00,30.50,96.30,3.70,75.70,24.70,1.50,12.80,22.90,15.50,51.00,27.80,72.20,71.40,28.60,28.30,71.70
Dwyane Wade,2017,35,60.00,29.00,31.00,29.90,84.80,15.20,67.30,27.20,12.30,18.60,20.30,18.00,40.10,32.80,67.20,64.40,35.60,36.20,63.80
Dwyane Wade,2018,36,67.00,37.00,30.00,22.90,83.70,16.30,69.80,18.60,12.50,10.20,17.60,13.70,51.20,40.10,59.90,53.10,46.90,41.50,58.50
Dwyane Wade,2019,37,72.00,35.00,37.00,26.20,72.80,27.20,60.90,14.00,23.80,9.40,15.20,13.80,46.90,33.30,66.70,54.70,45.30,37.70,62.30
Dzanan Musa,2019,20,9.00,4.00,5.00,4.40,54.50,45.50,84.20,10.50,15.80,0.00,0.00,0.00,73.70,75.00,25.00,100.00,0.00,77.80,22.20
E'Twaun Moore,2014,25,79.00,22.00,57.00,19.10,64.70,35.30,55.30,16.00,34.30,22.80,10.40,20.40,39.30,44.90,55.10,93.00,7.00,59.00,41.00
E'Twaun Moore,2015,26,56.00,36.00,20.00,9.00,72.70,27.30,65.80,17.40,26.20,9.40,8.10,16.10,48.30,49.00,51.00,84.60,15.40,56.50,43.50
E'Twaun Moore,2016,27,59.00,29.00,30.00,21.40,73.30,26.70,63.20,18.50,31.80,13.10,5.00,17.20,44.70,43.60,56.40,91.50,8.50,55.60,44.40
E'Twaun Moore,2017,28,73.00,32.00,41.00,24.90,66.40,33.60,58.90,16.30,33.00,18.10,8.10,17.30,42.60,42.20,57.80,88.30,11.70,54.80,45.20
E'Twaun Moore,2018,29,82.00,48.00,34.00,31.50,63.80,36.20,57.70,9.60,37.60,21.40,4.70,17.60,48.10,64.10,35.90,98.40,1.60,74.50,25.50
E'Twaun Moore,2019,30,53.00,21.00,32.00,27.60,66.90,33.10,56.90,8.20,36.00,17.90,7.10,13.40,48.70,69.40,30.60,92.10,7.90,76.20,23.80
